City,Latitude,Longitude,Date,Year,Month,Month_Name,Climate_Type,Elevation_m,Rainfall_mm,Temperature_C,Humidity_pct,SPI_1M,SPI_3M,SPI_6M,SPI_12M,SPI_1M_Class,SPI_3M_Class,SPI_6M_Class,SPI_12M_Class,Year_Month,Drought_Intensity,Wetness_Intensity,Date_String
Hamburg,53.5511,9.9937,2017-09-01,2017,9,September,Oceanic,6,145.77,15.6,45,0.7611993801797589,0.7192707425544004,-0.014359842194750843,-0.4387073021884685,Slightly Wet,Slightly Wet,Near Normal,Near Normal,2017-09,0.0,0.7611993801797589,2017-09-01
Hamburg,53.5511,9.9937,2017-10-01,2017,10,October,Oceanic,6,19.08,7.3,87,-1.4791179184108754,0.3784064755174886,-0.1839980333753163,-1.1106954601511811,Moderately Dry,Near Normal,Near Normal,Moderately Dry,2017-10,1.4791179184108754,0.0,2017-10-01
Hamburg,53.5511,9.9937,2017-11-01,2017,11,November,Oceanic,6,85.74,17.9,58,0.037079241272051366,-0.3451277236294812,-0.4564854197646307,-1.183988153545359,Near Normal,Near Normal,Near Normal,Moderately Dry,2017-11,0.0,0.037079241272051366,2017-11-01
Hamburg,53.5511,9.9937,2017-12-01,2017,12,December,Oceanic,6,5.83,8.0,35,-2.338767258555758,-2.0727318356655084,-0.7254796295691673,-1.166120535445232,Extremely Dry,Extremely Dry,Slightly Dry,Moderately Dry,2017-12,2.338767258555758,0.0,2017-12-01
Hamburg,53.5511,9.9937,2018-01-01,2018,1,January,Oceanic,6,96.18,-3.4,45,0.18313560885803046,-1.0044074300103383,-0.5024867643535815,-0.6877581499683244,Near Normal,Moderately Dry,Slightly Dry,Slightly Dry,2018-01,0.0,0.18313560885803046,2018-01-01
Hamburg,53.5511,9.9937,2018-02-01,2018,2,February,Oceanic,6,132.49,5.9,49,0.6210139235791073,-0.5020267951661985,-0.7633166016346332,-0.3932961697263677,Slightly Wet,Slightly Dry,Slightly Dry,Near Normal,2018-02,0.0,0.6210139235791073,2018-02-01
Hamburg,53.5511,9.9937,2018-03-01,2018,3,March,Oceanic,6,23.7,-4.7,72,-1.296199499097281,-0.3281950150491651,-1.7317885975707634,-1.1980609745541129,Moderately Dry,Near Normal,Severely Dry,Moderately Dry,2018-03,1.296199499097281,0.0,2018-03-01
Hamburg,53.5511,9.9937,2018-04-01,2018,4,April,Oceanic,6,57.78,34.1,55,-0.42603171582435384,-0.7132735114115423,-1.4032336091025914,-1.1350463175868724,Near Normal,Slightly Dry,Moderately Dry,Moderately Dry,2018-04,0.42603171582435384,0.0,2018-04-01
Hamburg,53.5511,9.9937,2018-05-01,2018,5,May,Oceanic,6,79.57,33.6,62,-0.054990059256328584,-1.3315475706246498,-1.4541003685139744,-1.3857556812981033,Near Normal,Moderately Dry,Moderately Dry,Moderately Dry,2018-05,0.054990059256328584,0.0,2018-05-01
Hamburg,53.5511,9.9937,2018-06-01,2018,6,June,Oceanic,6,183.91,10.8,55,1.1228434465245865,0.2732776752212124,-0.1611067400694804,-0.6692571919226885,Moderately Wet,Near Normal,Near Normal,Slightly Dry,2018-06,0.0,1.1228434465245865,2018-06-01
Hamburg,53.5511,9.9937,2018-07-01,2018,7,July,Oceanic,6,198.65,24.1,74,1.2497101706442364,1.2774589328608936,0.46245629900051194,-0.03700018604401894,Moderately Wet,Moderately Wet,Near Normal,Near Normal,2018-07,0.0,1.2497101706442364,2018-07-01
Hamburg,53.5511,9.9937,2018-08-01,2018,8,August,Oceanic,6,8.98,8.8,92,-2.0493255405019926,0.8039419887792961,-0.29819753608847116,-0.7993080143083976,Extremely Dry,Slightly Wet,Near Normal,Slightly Dry,2018-08,2.0493255405019926,0.0,2018-08-01
Hamburg,53.5511,9.9937,2018-09-01,2018,9,September,Oceanic,6,152.2,21.8,96,0.8261094974888805,0.5730036531758728,0.4911674247580062,-0.7673206734909238,Slightly Wet,Slightly Wet,Near Normal,Slightly Dry,2018-09,0.0,0.8261094974888805,2018-09-01
Hamburg,53.5511,9.9937,2018-10-01,2018,10,October,Oceanic,6,74.34,27.2,81,-0.13692907587230646,-0.49186668459293564,0.5854650350987667,-0.4977478066900241,Near Normal,Near Normal,Slightly Wet,Near Normal,2018-10,0.13692907587230646,0.0,2018-10-01
Hamburg,53.5511,9.9937,2018-11-01,2018,11,November,Oceanic,6,78.49,32.9,97,-0.07160174682122113,0.1400084059846655,0.5793605063568515,-0.5325871210522178,Near Normal,Near Normal,Slightly Wet,Slightly Dry,2018-11,0.07160174682122113,0.0,2018-11-01
Hamburg,53.5511,9.9937,2018-12-01,2018,12,December,Oceanic,6,150.85,11.0,55,0.8126304037872557,0.1287124044754067,0.3893883080923463,0.1368669246750759,Slightly Wet,Near Normal,Near Normal,Near Normal,2018-12,0.0,0.8126304037872557,2018-12-01
Hamburg,53.5511,9.9937,2019-01-01,2019,1,January,Oceanic,6,183.69,26.3,31,1.1209020169530073,0.9535801665660303,0.3013615481344217,0.5158056578474844,Moderately Wet,Slightly Wet,Near Normal,Slightly Wet,2019-01,0.0,1.1209020169530073,2019-01-01
Hamburg,53.5511,9.9937,2019-02-01,2019,2,February,Oceanic,6,190.19,5.6,43,1.1776532004006128,1.6597357873095546,1.2897443616160658,0.7566653885737559,Moderately Wet,Very Wet,Moderately Wet,Slightly Wet,2019-02,0.0,1.1776532004006128,2019-02-01
Hamburg,53.5511,9.9937,2019-03-01,2019,3,March,Oceanic,6,115.42,34.6,59,0.42661006413869423,1.447211702240818,1.1015194445870429,1.1262486297273697,Near Normal,Moderately Wet,Moderately Wet,Moderately Wet,2019-03,0.0,0.42661006413869423,2019-03-01
Hamburg,53.5511,9.9937,2019-04-01,2019,4,April,Oceanic,6,71.42,-4.0,78,-0.18441017491536554,0.6998501162163739,1.0863342791878192,1.1799077968889755,Near Normal,Slightly Wet,Moderately Wet,Moderately Wet,2019-04,0.18441017491536554,0.0,2019-04-01
Hamburg,53.5511,9.9937,2019-05-01,2019,5,May,Oceanic,6,157.51,19.1,41,0.8783925323653148,0.4553873477442303,1.4850625835833449,1.4804997127847734,Slightly Wet,Near Normal,Moderately Wet,Moderately Wet,2019-05,0.0,0.8783925323653148,2019-05-01
Hamburg,53.5511,9.9937,2019-06-01,2019,6,June,Oceanic,6,50.2,21.4,73,-0.578090536530249,-0.08283541120751986,0.972691566285914,0.9584236420983321,Slightly Dry,Near Normal,Slightly Wet,Slightly Wet,2019-06,0.578090536530249,0.0,2019-06-01
Hamburg,53.5511,9.9937,2019-07-01,2019,7,July,Oceanic,6,112.81,22.5,62,0.39524855144500326,0.2672999582282501,0.5849000629326925,0.6061404791012764,Near Normal,Near Normal,Slightly Wet,Slightly Wet,2019-07,0.0,0.39524855144500326,2019-07-01
Hamburg,53.5511,9.9937,2019-08-01,2019,8,August,Oceanic,6,71.72,-0.2,42,-0.1794710857186251,-0.4997331635416593,-0.12614788637713784,0.8650230949006757,Near Normal,Near Normal,Near Normal,Slightly Wet,2019-08,0.1794710857186251,0.0,2019-08-01
Hamburg,53.5511,9.9937,2019-09-01,2019,9,September,Oceanic,6,131.33,32.5,55,0.6083417269714612,0.2294442849783823,-0.02533776503486708,0.779767756967582,Slightly Wet,Near Normal,Near Normal,Slightly Wet,2019-09,0.0,0.6083417269714612,2019-09-01
Hamburg,53.5511,9.9937,2019-10-01,2019,10,October,Oceanic,6,48.08,2.2,50,-0.6235089076848448,-0.33998224488312934,-0.17386252107086714,0.671283853916897,Slightly Dry,Near Normal,Near Normal,Slightly Wet,2019-10,0.6235089076848448,0.0,2019-10-01
Hamburg,53.5511,9.9937,2019-11-01,2019,11,November,Oceanic,6,38.32,19.9,57,-0.8533951072488024,-0.6735767496525091,-1.004053563551146,0.5026279798786685,Slightly Dry,Slightly Dry,Moderately Dry,Slightly Wet,2019-11,0.8533951072488024,0.0,2019-11-01
Hamburg,53.5511,9.9937,2019-12-01,2019,12,December,Oceanic,6,183.65,3.9,77,1.1205488713804104,-0.16423744757296094,-0.08264689137163152,0.6405893482709851,Moderately Wet,Near Normal,Near Normal,Slightly Wet,2019-12,0.0,1.1205488713804104,2019-12-01
Hamburg,53.5511,9.9937,2020-01-01,2020,1,January,Oceanic,6,20.36,7.3,69,-1.4253393587204597,-0.4247893701034352,-0.7033515023035907,-0.07010525734474025,Moderately Dry,Near Normal,Slightly Dry,Near Normal,2020-01,1.4253393587204597,0.0,2020-01-01
Hamburg,53.5511,9.9937,2020-02-01,2020,2,February,Oceanic,6,101.19,16.9,95,0.24945341839387328,0.14142850061848886,-0.49755360847707847,-0.48509987759306733,Near Normal,Near Normal,Near Normal,Near Normal,2020-02,0.0,0.24945341839387328,2020-02-01
Hamburg,53.5511,9.9937,2020-03-01,2020,3,March,Oceanic,6,44.17,11.7,52,-0.7111700183312947,-1.2717232458719192,-1.1317995723304377,-0.83388296422435,Slightly Dry,Moderately Dry,Moderately Dry,Slightly Dry,2020-03,0.7111700183312947,0.0,2020-03-01
Hamburg,53.5511,9.9937,2020-04-01,2020,4,April,Oceanic,6,7.79,1.4,77,-2.1472101569656257,-1.4355904026185193,-1.4546805993973186,-1.1594247001831715,Extremely Dry,Moderately Dry,Moderately Dry,Moderately Dry,2020-04,2.1472101569656257,0.0,2020-04-01
Hamburg,53.5511,9.9937,2020-05-01,2020,5,May,Oceanic,6,7.2,1.8,31,-2.2002959942184055,-3.1529715046104334,-1.7200155226026532,-1.9911346254607896,Extremely Dry,Extremely Dry,Severely Dry,Severely Dry,2020-05,2.2002959942184055,0.0,2020-05-01
Hamburg,53.5511,9.9937,2020-06-01,2020,6,June,Oceanic,6,35.04,11.7,49,-0.9401593108595376,-3.414635399638154,-3.272710762889537,-2.0806946308543632,Slightly Dry,Extremely Dry,Extremely Dry,Extremely Dry,2020-06,0.9401593108595376,0.0,2020-06-01
Hamburg,53.5511,9.9937,2020-07-01,2020,7,July,Oceanic,6,173.35,25.3,88,1.0279363417988046,-0.6961118791074362,-1.6817423904944053,-1.729707408144894,Moderately Wet,Slightly Dry,Severely Dry,Severely Dry,2020-07,0.0,1.0279363417988046,2020-07-01
Hamburg,53.5511,9.9937,2020-08-01,2020,8,August,Oceanic,6,56.5,30.9,75,-0.450679301688435,-0.2113207895047551,-2.0883116321235553,-1.8163097797767553,Near Normal,Near Normal,Extremely Dry,Severely Dry,2020-08,0.450679301688435,0.0,2020-08-01
Hamburg,53.5511,9.9937,2020-09-01,2020,9,September,Oceanic,6,190.09,-1.6,32,1.176789477873351,1.000616563369806,-0.873449702147709,-1.4876142283842855,Moderately Wet,Moderately Wet,Slightly Dry,Moderately Dry,2020-09,0.0,1.176789477873351,2020-09-01
Hamburg,53.5511,9.9937,2020-10-01,2020,10,October,Oceanic,6,116.32,10.7,84,0.4373156137201177,0.5960061514042032,-0.12985776596105889,-1.1236935079491541,Near Normal,Slightly Wet,Near Normal,Moderately Dry,2020-10,0.0,0.4373156137201177,2020-10-01
Hamburg,53.5511,9.9937,2020-11-01,2020,11,November,Oceanic,6,87.32,-1.0,41,0.05992797306897872,0.8194325395607261,0.36076093774630397,-0.8729427413935251,Near Normal,Slightly Wet,Near Normal,Slightly Dry,2020-11,0.0,0.05992797306897872,2020-11-01
Hamburg,53.5511,9.9937,2020-12-01,2020,12,December,Oceanic,6,116.02,-4.3,69,0.4337531943319832,0.2603413581406443,0.8179176146408856,-1.221276412728773,Near Normal,Near Normal,Slightly Wet,Moderately Dry,2020-12,0.0,0.4337531943319832,2020-12-01
Hamburg,53.5511,9.9937,2021-01-01,2021,1,January,Oceanic,6,103.34,21.5,95,0.27723999750031286,0.15376945672330988,0.4247880333947682,-0.7960683829885343,Near Normal,Near Normal,Near Normal,Slightly Dry,2021-01,0.0,0.27723999750031286,2021-01-01
Hamburg,53.5511,9.9937,2021-02-01,2021,2,February,Oceanic,6,151.76,19.1,45,0.8217248114628922,0.6567014494590494,0.9536814745812142,-0.5481104964792672,Slightly Wet,Slightly Wet,Slightly Wet,Slightly Dry,2021-02,0.0,0.8217248114628922,2021-02-01
Hamburg,53.5511,9.9937,2021-03-01,2021,3,March,Oceanic,6,56.5,1.5,63,-0.450679301688435,0.19451182319718957,0.19792930764791725,-0.48883464308419267,Near Normal,Near Normal,Near Normal,Near Normal,2021-03,0.450679301688435,0.0,2021-03-01
Hamburg,53.5511,9.9937,2021-04-01,2021,4,April,Oceanic,6,70.61,4.4,73,-0.19781753187143641,-0.08514135079153044,-0.08493126821901818,-0.1935559785218869,Near Normal,Near Normal,Near Normal,Near Normal,2021-04,0.19781753187143641,0.0,2021-04-01
Hamburg,53.5511,9.9937,2021-05-01,2021,5,May,Oceanic,6,178.82,-4.1,35,1.0775425328104606,0.14752056718929438,0.46793311639110574,0.5623353489552704,Moderately Wet,Near Normal,Near Normal,Slightly Wet,2021-05,0.0,1.0775425328104606,2021-05-01
Hamburg,53.5511,9.9937,2021-06-01,2021,6,June,Oceanic,6,189.29,28.4,93,1.1698693327217646,1.1259680979046365,0.8759221853298906,1.1885714274157226,Moderately Wet,Moderately Wet,Slightly Wet,Moderately Wet,2021-06,0.0,1.1698693327217646,2021-06-01
Hamburg,53.5511,9.9937,2021-07-01,2021,7,July,Oceanic,6,178.51,34.0,51,1.074757225108049,1.786501475795497,1.2681745688156714,1.2087668835337524,Moderately Wet,Very Wet,Moderately Wet,Moderately Wet,2021-07,0.0,1.074757225108049,2021-07-01
Hamburg,53.5511,9.9937,2021-08-01,2021,8,August,Oceanic,6,83.89,0.4,47,0.009960066650301302,1.2105261101859737,0.915111245706017,1.3152096512989266,Near Normal,Moderately Wet,Slightly Wet,Moderately Wet,2021-08,0.0,0.009960066650301302,2021-08-01
Hamburg,53.5511,9.9937,2021-09-01,2021,9,September,Oceanic,6,156.07,4.3,41,0.8643276148310154,0.9906525866753942,1.426615698042953,1.182809680231261,Slightly Wet,Slightly Wet,Moderately Wet,Moderately Wet,2021-09,0.0,0.8643276148310154,2021-09-01
Hamburg,53.5511,9.9937,2021-10-01,2021,10,October,Oceanic,6,95.27,29.7,81,0.17084277391548955,0.3844535203472969,1.5472614013914736,1.0998904769871265,Near Normal,Near Normal,Very Wet,Moderately Wet,2021-10,0.0,0.17084277391548955,2021-10-01
Hamburg,53.5511,9.9937,2021-11-01,2021,11,November,Oceanic,6,99.51,32.1,80,0.22746525065884715,0.5051897577250372,1.1509815129230923,1.1480031441721548,Near Normal,Slightly Wet,Moderately Wet,Moderately Wet,2021-11,0.0,0.22746525065884715,2021-11-01
Hamburg,53.5511,9.9937,2021-12-01,2021,12,December,Oceanic,6,40.94,11.8,77,-0.7878881522507988,-0.48987802410923365,0.3347046606887222,0.8474035343073367,Slightly Dry,Near Normal,Near Normal,Slightly Wet,2021-12,0.7878881522507988,0.0,2021-12-01
Hamburg,53.5511,9.9937,2022-01-01,2022,1,January,Oceanic,6,118.23,-3.0,48,0.459855362216843,-0.2688130346457491,-0.03212348558532052,0.9078446121018664,Near Normal,Near Normal,Near Normal,Slightly Wet,2022-01,0.0,0.459855362216843,2022-01-01
Hamburg,53.5511,9.9937,2022-02-01,2022,2,February,Oceanic,6,37.23,-3.4,35,-0.8816067608867546,-0.9054199451177157,-0.33354805151714606,0.4316414679781574,Slightly Dry,Slightly Dry,Near Normal,Near Normal,2022-02,0.8816067608867546,0.0,2022-02-01
Hamburg,53.5511,9.9937,2022-03-01,2022,3,March,Oceanic,6,66.31,18.0,56,-0.2708304245840704,-0.6314444546145555,-0.966187429220396,0.47348802715333527,Near Normal,Slightly Dry,Slightly Dry,Near Normal,2022-03,0.2708304245840704,0.0,2022-03-01
Hamburg,53.5511,9.9937,2022-04-01,2022,4,April,Oceanic,6,171.01,10.7,82,1.0064108135034,-0.12366867699010609,-0.4274789886079619,0.890352160887631,Moderately Wet,Near Normal,Near Normal,Slightly Wet,2022-04,0.0,1.0064108135034,2022-04-01
Hamburg,53.5511,9.9937,2022-05-01,2022,5,May,Oceanic,6,41.42,-3.9,77,-0.7762177828114732,-0.08629486222197992,-0.8355238297462783,0.31455544193461143,Slightly Dry,Near Normal,Slightly Dry,Near Normal,2022-05,0.7762177828114732,0.0,2022-05-01
Hamburg,53.5511,9.9937,2022-06-01,2022,6,June,Oceanic,6,14.23,18.3,36,-1.712206657703136,-0.5811450162265424,-1.034599902848654,-0.48218033786548337,Severely Dry,Slightly Dry,Moderately Dry,Near Normal,2022-06,1.712206657703136,0.0,2022-06-01
Hamburg,53.5511,9.9937,2022-07-01,2022,7,July,Oceanic,6,13.8,-4.5,88,-1.7357161965245853,-2.8925443093341534,-1.9022617656711698,-1.313806639900546,Severely Dry,Extremely Dry,Severely Dry,Moderately Dry,2022-07,1.7357161965245853,0.0,2022-07-01
Hamburg,53.5511,9.9937,2022-08-01,2022,8,August,Oceanic,6,188.16,26.5,98,1.1600630384298563,-0.6897781899354278,-0.6928914731502468,-0.7769078389663243,Moderately Wet,Slightly Dry,Slightly Dry,Slightly Dry,2022-08,0.0,1.1600630384298563,2022-08-01
Hamburg,53.5511,9.9937,2022-09-01,2022,9,September,Oceanic,6,101.38,7.3,40,0.25192477010724534,0.1258622081728408,-0.4493547349321707,-1.053719421728939,Near Normal,Near Normal,Near Normal,Moderately Dry,2022-09,0.0,0.25192477010724534,2022-09-01
Hamburg,53.5511,9.9937,2022-10-01,2022,10,October,Oceanic,6,81.88,-3.4,44,-0.01996920912581768,0.6589025441152744,-1.0924135077555857,-1.1230690841607691,Near Normal,Slightly Wet,Moderately Dry,Moderately Dry,2022-10,0.01996920912581768,0.0,2022-10-01
Hamburg,53.5511,9.9937,2022-11-01,2022,11,November,Oceanic,6,162.18,18.5,93,0.9234454614210278,0.46378183854398664,-0.23887325100089232,-0.803845802883113,Slightly Wet,Near Normal,Near Normal,Slightly Dry,2022-11,0.0,0.9234454614210278,2022-11-01
Hamburg,53.5511,9.9937,2022-12-01,2022,12,December,Oceanic,6,167.17,10.9,32,0.9706756995101343,0.9412437512073735,0.680299848297684,-0.19840248050057727,Slightly Wet,Slightly Wet,Slightly Wet,Near Normal,2022-12,0.0,0.9706756995101343,2022-12-01
Hamburg,53.5511,9.9937,2023-01-01,2023,1,January,Oceanic,6,66.44,34.0,98,-0.26857572452669787,0.8339523334024035,0.9662197890757993,-0.4411822923856006,Near Normal,Slightly Wet,Slightly Wet,Near Normal,2023-01,0.26857572452669787,0.0,2023-01-01
Hamburg,53.5511,9.9937,2023-02-01,2023,2,February,Oceanic,6,138.72,16.8,52,0.687863721652617,0.665572075705325,0.6980687290031633,0.02786541090803152,Slightly Wet,Slightly Wet,Slightly Wet,Near Normal,2023-02,0.0,0.687863721652617,2023-02-01
Hamburg,53.5511,9.9937,2023-03-01,2023,3,March,Oceanic,6,154.22,6.0,82,0.8461350403123832,0.5696320760884189,0.9842391720647742,0.41340461391263317,Slightly Wet,Slightly Wet,Slightly Wet,Near Normal,2023-03,0.0,0.8461350403123832,2023-03-01
Hamburg,53.5511,9.9937,2023-04-01,2023,4,April,Oceanic,6,130.93,23.4,66,0.603955061478057,1.0271443115226087,1.238606984807212,0.23985057897050294,Slightly Wet,Moderately Wet,Moderately Wet,Near Normal,2023-04,0.0,0.603955061478057,2023-04-01
Hamburg,53.5511,9.9937,2023-05-01,2023,5,May,Oceanic,6,30.32,5.9,38,-1.0761198108449634,0.22625932011964678,0.5295566515740574,0.1911384499895643,Moderately Dry,Near Normal,Slightly Wet,Near Normal,2023-05,1.0761198108449634,0.0,2023-05-01
Hamburg,53.5511,9.9937,2023-06-01,2023,6,June,Oceanic,6,175.18,31.2,44,1.0446416987904017,0.3938591992604262,0.5750609831948191,0.8712810351642496,Moderately Wet,Near Normal,Slightly Wet,Slightly Wet,2023-06,0.0,1.0446416987904017,2023-06-01
Hamburg,53.5511,9.9937,2023-07-01,2023,7,July,Oceanic,6,107.82,10.0,32,0.33392457848314183,0.2086540147235622,0.8048015668244827,1.2451284810856436,Near Normal,Near Normal,Slightly Wet,Moderately Wet,2023-07,0.0,0.33392457848314183,2023-07-01
Hamburg,53.5511,9.9937,2023-08-01,2023,8,August,Oceanic,6,56.49,17.0,99,-0.4508733980473141,0.41774371464925447,0.33924201153130157,0.7169757919476807,Near Normal,Near Normal,Near Normal,Slightly Wet,2023-08,0.4508733980473141,0.0,2023-08-01
Hamburg,53.5511,9.9937,2023-09-01,2023,9,September,Oceanic,6,85.05,-3.0,46,0.02701140070538066,-0.3568761061150873,-0.08340824590799248,0.6491799074846325,Near Normal,Near Normal,Near Normal,Slightly Wet,2023-09,0.0,0.02701140070538066,2023-09-01
Hamburg,53.5511,9.9937,2023-10-01,2023,10,October,Oceanic,6,7.51,12.0,55,-2.171981986219222,-1.491086652039067,-0.9297214248754531,0.3333978754700393,Extremely Dry,Moderately Dry,Slightly Dry,Near Normal,2023-10,2.171981986219222,0.0,2023-10-01
Hamburg,53.5511,9.9937,2023-11-01,2023,11,November,Oceanic,6,25.57,28.3,50,-1.2298052442303482,-1.9491751724125772,-0.9652125624597194,-0.2799856053828082,Moderately Dry,Severely Dry,Slightly Dry,Near Normal,2023-11,1.2298052442303482,0.0,2023-11-01
Hamburg,53.5511,9.9937,2023-12-01,2023,12,December,Oceanic,6,153.11,27.2,50,0.835151968719891,-1.0225945072561313,-1.1335056758728135,-0.34583959907660394,Slightly Wet,Moderately Dry,Moderately Dry,Near Normal,2023-12,0.0,0.835151968719891,2023-12-01
Hanover,52.3759,9.732,2015-01-01,2015,1,January,Oceanic,55,160.76,-0.2,56,1.020578506562466,,,,Moderately Wet,No Data,No Data,No Data,2015-01,0.0,1.020578506562466,2015-01-01
Hanover,52.3759,9.732,2015-02-01,2015,2,February,Oceanic,55,27.43,7.5,67,-1.2504681298152245,,,,Moderately Dry,No Data,No Data,No Data,2015-02,1.2504681298152245,0.0,2015-02-01
Hanover,52.3759,9.732,2015-03-01,2015,3,March,Oceanic,55,116.14,27.1,87,0.5005712581878294,0.25697729224888033,,,Slightly Wet,Near Normal,No Data,No Data,2015-03,0.0,0.5005712581878294,2015-03-01
Hanover,52.3759,9.732,2015-04-01,2015,4,April,Oceanic,55,101.1,29.5,91,0.29595503795120276,-0.38912831571953876,,,Near Normal,Near Normal,No Data,No Data,2015-04,0.0,0.29595503795120276,2015-04-01
Hanover,52.3759,9.732,2015-05-01,2015,5,May,Oceanic,55,28.82,0.5,75,-1.2017521254768748,-0.37293162255915435,,,Moderately Dry,Near Normal,No Data,No Data,2015-05,1.2017521254768748,0.0,2015-05-01
Hanover,52.3759,9.732,2015-06-01,2015,6,June,Oceanic,55,124.8,33.1,40,0.6105515332092053,-0.27338987040846874,-0.14487846804119717,,Slightly Wet,Near Normal,Near Normal,No Data,2015-06,0.0,0.6105515332092053,2015-06-01
Hanover,52.3759,9.732,2015-07-01,2015,7,July,Oceanic,55,54.73,8.2,37,-0.5063918424777268,-0.836511955343874,-1.0926582671195002,,Slightly Dry,Slightly Dry,Moderately Dry,No Data,2015-07,0.5063918424777268,0.0,2015-07-01
Hanover,52.3759,9.732,2015-08-01,2015,8,August,Oceanic,55,97.57,21.5,93,0.24503916060619807,-0.026283121135650758,-0.45094354297203204,,Near Normal,Near Normal,Near Normal,No Data,2015-08,0.0,0.24503916060619807,2015-08-01
Hanover,52.3759,9.732,2015-09-01,2015,9,September,Oceanic,55,16.45,25.1,50,-1.7205644731125727,-1.3902496957286976,-1.3833262233534986,,Severely Dry,Moderately Dry,Moderately Dry,No Data,2015-09,1.7205644731125727,0.0,2015-09-01
Hanover,52.3759,9.732,2015-10-01,2015,10,October,Oceanic,55,91.92,27.5,92,0.16091959312464288,-0.8680269680347336,-1.4764422047233325,,Near Normal,Slightly Dry,Moderately Dry,No Data,2015-10,0.0,0.16091959312464288,2015-10-01
Hanover,52.3759,9.732,2015-11-01,2015,11,November,Oceanic,55,61.29,32.8,93,-0.3697373648778924,-1.376562562969431,-1.1531294458255006,,Near Normal,Moderately Dry,Moderately Dry,No Data,2015-11,0.3697373648778924,0.0,2015-11-01
Hanover,52.3759,9.732,2015-12-01,2015,12,December,Oceanic,55,164.48,7.5,49,1.0594814332872942,0.38981286879242344,-0.7790872761425424,-0.7958183182052512,Moderately Wet,Near Normal,Slightly Dry,Slightly Dry,2015-12,0.0,1.0594814332872942,2015-12-01
Hanover,52.3759,9.732,2016-01-01,2016,1,January,Oceanic,55,11.4,29.3,37,-2.024754721388877,-0.4776127121919313,-1.1886552297355863,-1.8370356191066217,Extremely Dry,Near Normal,Moderately Dry,Severely Dry,2016-01,2.024754721388877,0.0,2016-01-01
Hanover,52.3759,9.732,2016-02-01,2016,2,February,Oceanic,55,83.72,0.3,87,0.03241858010067498,-0.21829951415146695,-1.325305359359224,-1.431723477990716,Near Normal,Near Normal,Moderately Dry,Moderately Dry,2016-02,0.0,0.03241858010067498,2016-02-01
Hanover,52.3759,9.732,2016-03-01,2016,3,March,Oceanic,55,91.69,23.2,75,0.1574227595344039,-1.1276617417786345,-0.6156815277822894,-1.6057155435238695,Near Normal,Moderately Dry,Slightly Dry,Severely Dry,2016-03,0.0,0.1574227595344039,2016-03-01
Hanover,52.3759,9.732,2016-04-01,2016,4,April,Oceanic,55,145.0,24.7,60,0.8490387318345255,0.41640171885623506,-0.1571514545538623,-1.295465377582116,Slightly Wet,Near Normal,Near Normal,Moderately Dry,2016-04,0.0,0.8490387318345255,2016-04-01
Hanover,52.3759,9.732,2016-05-01,2016,5,May,Oceanic,55,114.86,22.1,38,0.483863672742471,0.7107118138003077,0.27685950620759664,-0.7138872319853126,Near Normal,Slightly Wet,Near Normal,Slightly Dry,2016-05,0.0,0.483863672742471,2016-05-01
Hanover,52.3759,9.732,2016-06-01,2016,6,June,Oceanic,55,133.44,5.1,44,0.7154147692799522,1.0795991450808011,0.028628910182666084,-0.6572726196210338,Slightly Wet,Moderately Wet,Near Normal,Slightly Dry,2016-06,0.0,0.7154147692799522,2016-06-01
Hanover,52.3759,9.732,2016-07-01,2016,7,July,Oceanic,55,155.41,29.9,55,0.9636073461115967,1.1675633378764452,1.1155428578506021,-0.019147673842312567,Slightly Wet,Moderately Wet,Moderately Wet,Near Normal,2016-07,0.0,0.9636073461115967,2016-07-01
Hanover,52.3759,9.732,2016-08-01,2016,8,August,Oceanic,55,172.44,1.8,39,1.1408808849903358,1.6293802842832108,1.7157248906444722,0.4319245479044214,Moderately Wet,Very Wet,Very Wet,Near Normal,2016-08,0.0,1.1408808849903358,2016-08-01
Hanover,52.3759,9.732,2016-09-01,2016,9,September,Oceanic,55,62.78,-2.9,58,-0.34013353101773697,1.0567945579317883,1.5250578872587812,0.7020666483531397,Near Normal,Moderately Wet,Very Wet,Slightly Wet,2016-09,0.34013353101773697,0.0,2016-09-01
Hanover,52.3759,9.732,2016-10-01,2016,10,October,Oceanic,55,107.6,23.7,65,0.3866999584423125,0.6299948755700981,1.271481669473181,0.7920350999234135,Near Normal,Slightly Wet,Moderately Wet,Slightly Wet,2016-10,0.0,0.3866999584423125,2016-10-01
Hanover,52.3759,9.732,2016-11-01,2016,11,November,Oceanic,55,168.02,14.0,66,1.095984361907624,0.588611948938219,1.6295536840151523,1.386231527528282,Moderately Wet,Slightly Wet,Very Wet,Moderately Wet,2016-11,0.0,1.095984361907624,2016-11-01
Hanover,52.3759,9.732,2016-12-01,2016,12,December,Oceanic,55,197.89,29.0,52,1.3861835923082477,1.7225480873881285,2.0435143666085747,1.566132006348728,Moderately Wet,Very Wet,Extremely Wet,Very Wet,2016-12,0.0,1.3861835923082477,2016-12-01
Hanover,52.3759,9.732,2017-01-01,2017,1,January,Oceanic,55,177.9,10.3,70,1.1953437878573243,2.23078282665643,2.1832565267319546,2.42430375718346,Moderately Wet,Extremely Wet,Extremely Wet,Extremely Wet,2017-01,0.0,1.1953437878573243,2017-01-01
